"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ZAF","EDUTRY","25_34","PC_AGE","A","2019",14.487103,
"ZAF","EDUTRY","25_34","PC_AGE","A","2020",14.853134,
"ZAF","EDUTRY","25_34","PC_AGE","A","2022",13.107254,
"OAVG","EDUTRY","25_34","PC_AGE","A","1998",23.561205,
"OAVG","EDUTRY","25_34","PC_AGE","A","1999",24.00555,
"OAVG","EDUTRY","25_34","PC_AGE","A","2000",26.096052,
"OAVG","EDUTRY","25_34","PC_AGE","A","2001",26.513426,
"OAVG","EDUTRY","25_34","PC_AGE","A","2002",27.809536,
"OAVG","EDUTRY","25_34","PC_AGE","A","2003",29.578597,
"OAVG","EDUTRY","25_34","PC_AGE","A","2004",30.489276,
"OAVG","EDUTRY","25_34","PC_AGE","A","2005",32.171153,
"OAVG","EDUTRY","25_34","PC_AGE","A","2006",32.872165,
"OAVG","EDUTRY","25_34","PC_AGE","A","2007",33.939486,
"OAVG","EDUTRY","25_34","PC_AGE","A","2008",35.17839,
"OAVG","EDUTRY","25_34","PC_AGE","A","2009",36.260694,
"OAVG","EDUTRY","25_34","PC_AGE","A","2010",36.904606,
"OAVG","EDUTRY","25_34","PC_AGE","A","2011",37.468793,
"OAVG","EDUTRY","25_34","PC_AGE","A","2012",39.179418,
"OAVG","EDUTRY","25_34","PC_AGE","A","2013",39.805366,
"OAVG","EDUTRY","25_34","PC_AGE","A","2014",41.08097,
"OAVG","EDUTRY","25_34","PC_AGE","A","2015",41.350478,
"OAVG","EDUTRY","25_34","PC_AGE","A","2016",42.796331,
"OAVG","EDUTRY","25_34","PC_AGE","A","2017",43.221697,
"OAVG","EDUTRY","25_34","PC_AGE","A","2018",44.060361,
"OAVG","EDUTRY","25_34","PC_AGE","A","2019",44.799229,
"OAVG","EDUTRY","25_34","PC_AGE","A","2020",45.877038,
"OAVG","EDUTRY","25_34","PC_AGE","A","2021",47.117463,
"OAVG","EDUTRY","25_34","PC_AGE","A","2022",47.416354,
